Zboží;Poèet SVM;Kateg.zboží
1103842;0,000;E0504
1103841;0,000;E0504
1006965;1;E0504
1082739;1;E0504
1072609;0,000;B0604
1072611;0,000;B0604
1043252;0,000;E0305
1104043;0,000;B1002
1103812;0,000;E0401
1103810;0,000;E0401
1103807;1;E0401
1103805;0,000;E0401
1103811;1;E0401
1104731;0,000;B0604
1104734;0,000;B0604
1098298;0,000;E0205
1104735;0,000;B0604
1091761;0,000;E0605
1097697;0,000;A0801
1079769;0,000;A0103
1097031;1;E0504
1097476;1;E0203
1060232;0,000;A0104
1060235;0,000;A0104
1113865;0,000;A0506
1113864;0,000;A0506
1113863;0,000;A0506
1113862;0,000;A0506
1113861;0,000;A0506
1113860;0,000;A0506
1113859;0,000;A0506
1113858;0,000;A0506
1084611;0,000;A0506
1084610;0,000;A0506
1099897;0,000;A0506
1113870;0,000;A0506
1113869;0,000;A0506
1113868;0,000;A0506
1113867;0,000;A0506
1113866;0,000;A0506
1083458;0,000;C0106
1083457;0,000;C0106
1026018;0,000;A0104
1082706;0,000;E0503
1048992;0,000;A0505
1106357;0,000;A0505
1106356;1;A0505
1106352;0,000;A0505
1106348;1;A0505
1079893;0,000;A0505
1079892;0,000;A0505
1096679;0,000;A0504
1096670;1;A0505
1096669;1;A0505
1096665;0,000;A0505
1096671;0,000;A0505
1096654;0,000;A0505
1096664;1;A0505
1096673;1;A0505
1095051;0,000;A0505
1079595;0,000;A0505
1079594;1;A0505
1079590;0,000;A0505
1106344;0,000;A0505
1106343;0,000;A0505
1097590;0,000;A0505
1096667;0,000;A0505
1096662;0,000;A0505
1083455;0,000;B0403
1095042;0,000;A0505
1096754;1;E0402
1083454;0,000;B0403
1097060;0,000;B0403
1080783;0,000;B0904
1080782;0,000;B0904
1080781;0,000;B0904
1080779;0,000;B0904
1080778;0,000;B0904
1079637;0,000;A0302
1096661;0,000;A0302
1079635;1;A0302
1096676;1;A0302
1079835;0,000;A0601
1079634;1;A0302
1085565;1;A0302
1092314;0,000;A0302
1079890;1;A0504
1079889;0,000;A0504
1095061;1;A0504
1095062;1;A0504
1095063;1;A0504
1095058;0,000;A0504
1096668;1;A0504
1096666;0,000;A0504
1106359;1;A0504
1110372;1;D0401
1033664;0,000;C0106
1083456;0,000;C0108
1076373;0,000;B1002
1081315;0,000;B0303
1031788;0,000;A0802
1073943;0,000;A0802
1031786;0,000;A0802
1106242;0,000;F0801
1104087;0,000;B1002
1104086;0,000;B1002
1104083;0,000;B1002
1104085;0,000;B1002
1104092;0,000;B1002
1104093;0,000;B1002
1104089;0,000;B1002
1104091;0,000;B1002
1104090;0,000;B1002
1104088;0,000;B1002
1104097;0,000;B1002
1104096;0,000;B1002
1104095;0,000;B1002
1104065;0,000;B1002
1104064;0,000;B1002
1104084;0,000;B1002
1104082;0,000;B1002
1104081;0,000;B1002
1104079;0,000;B1002
1104080;0,000;B1002
1104078;0,000;B1002
1104077;0,000;B1002
1104074;0,000;B1002
1104075;0,000;B1002
1104076;0,000;B1002
1104046;0,000;B1002
1104045;0,000;B1002
1104071;0,000;B1002
1104100;0,000;B1002
1104069;0,000;B1002
1104068;0,000;B1002
1101861;0,000;B1002
1104098;0,000;B1002
1104067;0,000;B1002
1104062;0,000;B1002
1104063;0,000;B1002
1104058;0,000;B1002
1104059;0,000;B1002
1104057;0,000;B1002
1104053;0,000;B1002
1104052;0,000;B1002
1104051;0,000;B1002
1104050;0,000;B1002
1104049;0,000;B1002
1104048;0,000;B1002
1104047;0,000;B1002
1104060;0,000;B1002
1104056;0,000;B1002
1104055;0,000;B1002
1104054;0,000;B1002
1096597;0,000;B1002
1061659;0,000;B1002
1096599;0,000;B1002
1096598;0,000;B1002
1115244;0,000;A0802
1115243;0,000;A0802
1094995;0,000;C0106
1081661;0,000;E0205
1081544;0,000;B0401
1108998;0,000;B1002
1108997;0,000;B1002
1080339;0,000;B0205
1080338;0,000;B0205
1080337;0,000;B0205
1095885;0,000;B0205
1098762;0,000;A0506
1109172;0,000;A0506
1109171;0,000;A0506
1109170;0,000;A0506
1109169;0,000;A0506
1109168;0,000;A0506
1109167;0,000;A0506
1094512;0,000;E0205
1066894;0,000;C0101
1077581;0,000;C0101
1103623;0,000;B0801
1098178;0,000;C0106
1098177;0,000;C0106
1108530;0,000;C0102
1108531;0,000;C0102
1101613;0,000;A0503
1101843;0,000;B1001
1106123;1;C0101
1106588;0,000;C0101
1106127;1;C0101
1106126;0,000;C0101
1106125;1;C0101
1106124;0,000;C0101
1106122;0,000;C0101
1086904;0,000;C0101
1102360;0,000;C0101
1102358;1;C0101
1086902;1;C0101
1096152;1;C0101
1086903;0,000;C0101
1071470;0,000;C0101
1116472;0,000;C0101
1116474;0,000;C0101
1116473;0,000;C0101
1116471;0,000;C0101
1110822;0,000;C0101
1110821;0,000;C0101
1110820;0,000;C0101
1101387;1;C0101
1101386;1;C0101
30002173;0,000;C0101
1060935;0,000;C0101
1096626;1;C0101
1099276;1;C0101
1096625;2;C0101
1086905;1;C0101
1106677;0,000;B1002
1083452;0,000;B0403
1001401;0,000;A0505
1001398;0,000;A0505
1097604;0,000;A0505
1097608;0,000;A0505
1075182;0,000;B1002
1093558;0,000;B1001
1093556;0,000;B1001
1072457;1;B1001
1089099;1;B1001
1099811;1;B1001
1074874;0,000;B1001
1073831;1;B0801
1075176;1;B0801
1071506;1;B0801
1103627;0,000;B0801
1103626;0,000;B0801
1103625;0,000;B0801
1073836;1;B0801
1073835;0,000;B0801
1073834;0,000;B0801
1073832;1;B0801
1072000;0,000;B0801
1071998;0,000;B0801
1071505;1;B0801
1071504;0,000;B0801
1071503;1;B0801
1075174;0,000;B0801
1058404;1;B0801
1091359;0,000;C0117
1065084;0,000;B1002
1065087;0,000;B1002
1068666;0,000;F0701
1064205;0,000;A0802
1051722;0,000;A0801
1051720;0,000;A0801
1109165;0,000;A0502
1109166;0,000;A0502
1111574;0,000;C0106
1106373;1;E0103
1106372;1;E0103
1106371;1;E0103
1106370;1;E0103
1106369;1;E0103
1106368;1;E0103
1106367;1;E0103
1106366;1;E0103
1002365;0,000;F0704
1103633;0,000;E0701
1025076;0,000;E0305
1025082;0,000;E0305
1025665;0,000;E0305
1025084;0,000;E0305
1025065;1;E0305
1029697;1;E0305
1103386;0,000;E0305
1025083;0,000;E0305
1101412;0,000;E0405
1082705;0,000;E0405
1060373;0,000;E0405
1084138;0,000;C0601
1084137;0,000;C0601
1084136;0,000;C0601
1084135;0,000;C0601
1084134;0,000;C0601
1097428;0,000;C0601
1082355;0,000;G0104
1106247;0,000;F0801
1040172;0,000;D0401
1092998;0,000;D0502
1105740;0,000;D0502
1082183;0,000;D0502
1105739;0,000;D0502
1105738;0,000;D0502
1105737;0,000;D0502
1023114;0,000;D0502
1093151;1;D0402
1103668;1;D0402
1104404;1;B0201
1104403;1;B0201
1104402;0,000;B0201
1104401;0,000;B0201
1104400;0,000;B0201
1104399;1;B0201
1105146;1;B0201
1105145;1;B0201
1105144;1;B0201
1106466;1;B0201
1105143;0,000;B0201
1094705;0,000;B0201
1068132;0,000;B0201
1104398;0,000;B0201
1072444;0,000;B0201
1083036;0,000;C0106
1080510;1;B0501
1008441;0,000;E0205
1081633;0,000;E0205
1102746;0,000;E0205
1107890;0,000;D0401
1077191;1;D0401
1103661;1;D0401
1103660;1;D0401
1053901;1;D0401
1065175;1;D0401
1097951;0,000;A0804
1079814;0,000;A0304
1104553;0,000;E0402
1109450;0,000;A0304
1108157;0,000;F0802
1094597;1;B0103
1104317;1;B0103
1104316;0,000;B0103
1104318;0,000;B0103
1052693;0,000;D0402
1105734;0,000;D0601
1082785;0,000;C0503
1079799;1;A0503
1056181;1;E0204
1098754;1;C0702
1092239;1;C0702
1098753;0,000;C0702
1112506;0,000;C0115
1056672;1;E0504
1063092;1;E0402
1077830;0,000;E0802
1045742;0,000;E0504
1028951;0,000;E0504
1009373;1;E0504
1112890;0,000;C0101
1112888;0,000;C0101
1112889;0,000;C0101
1111980;0,000;E0402
1035428;0,000;A0801
1088878;0,000;B0901
1047534;0,000;A0802
1046596;0,000;A0802
1102851;1;B0501
1102191;0,000;B0501
1101815;1;B0501
1083545;0,000;C0106
1080333;0,000;B0105
1080332;0,000;B0105
1080331;0,000;B0105
1066651;0,000;A0204
1097698;0,000;A0204
1090086;1;A0101
1100668;0,000;A0101
1071271;0,000;C0106
1056324;0,000;C0108
1083444;0,000;C0108
1090221;1;A0506
1090223;0,000;A0506
1090220;0,000;A0506
1094948;0,000;C0109
1102850;1;B0501
1098759;0,000;A0804
1104753;0,000;B0604
1098286;0,000;B0604
1098287;0,000;B0604
1098289;0,000;B0604
1080329;0,000;B0105
1080328;0,000;B0105
1080327;0,000;B0105
1080326;0,000;B0105
1080325;0,000;B0105
1080324;0,000;B0105
1080323;0,000;B0105
1079512;0,000;A0804
1080322;0,000;B0105
1080321;0,000;B0105
1079511;0,000;A0804
1080320;0,000;B0105
1050626;0,000;B0104
1040555;0,000;B0104
1040553;0,000;B0104
1036989;0,000;B0104
1097699;0,000;A0804
1095935;0,000;B0105
1054287;0,000;A0804
1066166;1;B0501
1059844;0,000;A0202
1025623;1;E0404
1097025;1;E0404
1097019;1;E0404
1097010;0,000;E0404
1097023;1;E0404
1097014;1;E0404
1097026;0,000;E0404
1097021;1;E0404
1097020;1;E0404
1097022;0,000;E0404
1082704;1;E0404
1097024;1;E0404
1082702;1;E0404
1097018;0,000;E0404
1103831;0,000;E0404
1103830;0,000;E0404
1103828;0,000;E0404
1103827;1;E0404
1103826;1;E0404
1103825;1;E0404
1103823;0,000;E0404
1103653;0,000;D0104
1112441;0,000;D0104
1104694;0,000;D0104
1099250;0,000;E0304
1099256;0,000;E0405
1108847;0,000;B1001
1107967;0,000;B1001
1109964;0,000;B1001
1109965;0,000;B1001
1107970;0,000;B1001
1107972;0,000;B1001
1107973;0,000;B1001
1107971;0,000;B1001
1107969;0,000;B1001
1107961;0,000;B1001
1107963;0,000;B1001
1107964;0,000;B1001
1107962;0,000;B1001
1107959;0,000;B1001
1107968;0,000;B1001
1107958;0,000;B1001
1107966;0,000;B1001
1109966;0,000;B1001
1109967;0,000;B1001
1079766;0,000;A0103
1039435;0,000;E0305
1052593;0,000;E0305
1041696;0,000;E0305
1045312;0,000;E0305
1101980;0,000;E0204
1116536;0,000;E0605
1097800;0,000;E0204
1094580;0,000;D0104
1095076;0,000;G0106
1104693;0,000;G0102
1098706;1;E0903
1104866;1;E0602
1104867;1;E0602
1097412;0,000;D0802
1011227;0,000;D0104
1103856;0,000;E0404
1100814;0,000;A0502
1100815;0,000;A0502
1073487;1;A0503
1073486;0,000;A0503
1073483;1;A0503
1114100;0,000;A0503
1114099;0,000;A0503
1114098;0,000;A0503
1073481;1;A0503
1114097;0,000;A0503
1114096;0,000;A0503
1073480;0,000;A0503
1073479;1;A0503
1114095;0,000;A0503
1114094;0,000;A0503
1073639;0,000;E0901
1102779;0,000;A0602
1001801;0,000;A0602
1001800;0,000;A0602
1113616;0,000;A0103
1106459;0,000;A0202
1106458;0,000;A0202
1106457;0,000;A0202
1106456;0,000;A0202
1106455;0,000;A0202
1061850;0,000;D0501
1092837;0,000;D0501
1109613;1;D0501
1078552;0,000;D0501
1092843;1;D0501
1032307;1;E1001
1053356;0,000;A0602
1105735;0,000;D0601
1106493;0,000;A0602
1092045;0,000;A0602
1092044;0,000;A0602
1106499;0,000;A0602
1090139;0,000;A0602
1102773;0,000;A0602
1102772;0,000;A0602
1102770;0,000;A0602
1090138;0,000;A0602
1061861;0,000;D0501
1106365;1;E0101
1106364;0,000;E0101
1061847;0,000;D0501
1082463;0,000;E0105
1097458;1;E0105
1082464;1;E0105
1101004;0,000;B0506
1042808;0,000;B0506
1042809;0,000;B0506
1099119;0,000;B0506
1099118;0,000;B0506
1099117;0,000;B0506
1075407;0,000;B0506
1099116;0,000;B0506
1106497;0,000;A0602
1106496;0,000;A0602
1064172;0,000;A0602
1065859;0,000;A0602
1106498;0,000;A0602
1089143;0,000;A0602
1047665;0,000;A0602
1047661;0,000;A0602
1047637;0,000;A0602
1066473;0,000;A0602
1047640;0,000;A0602
1066469;0,000;A0602
1066456;0,000;A0602
1047639;0,000;A0602
1047631;0,000;A0602
1102768;0,000;A0602
1102767;0,000;A0602
1102766;0,000;A0602
1102764;0,000;A0602
1102762;0,000;A0602
1047617;0,000;A0602
1047616;0,000;A0602
1001796;0,000;A0602
1082500;1;E0606
1097463;1;E0606
1061830;0,000;D0501
1109618;2;D0501
1061832;1;D0501
1092851;1;D0501
1096988;0,000;E0402
1097004;1;E0402
1079499;0,000;A0602
1103839;0,000;E0402
1103838;0,000;E0402
1103836;0,000;E0402
1097002;1;E0402
1097005;1;E0402
1103832;0,000;E0402
1106494;0,000;A0602
1106495;0,000;A0602
1085809;0,000;E0603
1104628;0,000;E0603
1112283;0,000;E0603
1106527;1;B0801
1106528;0,000;B0801
1107860;0,000;D0802
1107859;0,000;D0802
1107858;0,000;D0802
1105563;0,000;D0802
1105562;0,000;D0802
1105561;0,000;D0802
1105560;0,000;D0802
1105559;0,000;D0802
1063025;1;E0601
1100124;0,000;B0801
1095472;0,000;C0103
1087570;0,000;C0103
1098276;0,000;C0103
1087567;0,000;C0103
1105329;0,000;B0204
1105328;0,000;B0204
1105327;0,000;B0204
1105325;0,000;B0204
1105324;0,000;B0204
1105323;0,000;B0204
1096615;0,000;C0103
1081461;0,000;B0106
1085439;0,000;C0103
1083544;0,000;C0103
1083543;0,000;C0103
1066844;0,000;C0104
1057405;0,000;B0204
1057393;0,000;B0204
1080315;0,000;B0205
1071333;0,000;B0204
1061262;0,000;B0205
1053825;0,000;B0205
1083426;0,000;C0106
1041709;0,000;C0103
1083418;0,000;C0106
1096663;0,000;A0601
1079833;0,000;A0601
1095050;0,000;A0601
1095057;0,000;A0601
1095054;0,000;A0601
1095049;1;A0601
1096672;0,000;A0601
1082601;0,000;E0802
1097459;1;E0101
1081772;0,000;E0101
1081771;0,000;E0101
1097475;1;E0103
1097473;1;E0103
1024895;0,000;E0101
1097456;0,000;E0103
1024892;1;E0101
1006961;0,000;E0101
1006960;1;E0101
1081768;0,000;E0101
1081767;0,000;E0101
1081765;0,000;E0101
1017411;0,000;E0205
1071993;0,000;E0205
1077791;0,000;E0605
1032213;1;E0605
1097064;0,000;B0403
1073854;1;E0605
1033627;1;B0301
1022761;1;B0301
1098002;0,000;B0301
1081246;1;B0301
1097974;1;B0301
1078191;1;B0301
1113278;0,000;B0301
1081244;1;B0301
1111858;1;B0301
1111857;0,000;B0301
1104860;1;E0601
1104863;0,000;E0601
1104861;0,000;E0601
1109299;1;E0601
1092996;0,000;E0505
1094915;0,000;C0106
1109565;0,000;C0106
1094914;0,000;C0106
1094913;0,000;C0106
1094912;0,000;C0106
1094911;0,000;C0106
1094910;0,000;C0106
1040501;0,000;A0602
1098363;1;E0602
1100658;1;E0602
1051030;1;E0602
1098362;0,000;E0602
1088170;1;E0602
1077407;1;E0602
1051658;1;E0602
1083416;0,000;C0106
1077045;1;C0102
1083415;0,000;C0106
1061184;0,000;C0106
1072858;0,000;C0106
1083412;0,000;C0106
1106340;0,000;A0301
1096658;1;A0301
1079495;0,000;A0204
1079494;0,000;A0204
1079493;0,000;A0204
1099414;0,000;A0204
1087700;0,000;B0403
1087698;0,000;B0403
1081764;0,000;E0904
1087705;0,000;B0403
1087703;0,000;B0403
1085283;0,000;B0403
1093589;0,000;B0403
1093588;0,000;B0403
1076055;0,000;B0403
1031336;0,000;B0403
1046215;0,000;B0403
1106808;0,000;B0403
1106807;0,000;B0403
1106806;0,000;B0403
1106809;0,000;B0403
1098757;1;A0505
1106339;0,000;A0201
1096659;0,000;A0203
1085421;0,000;A0203
1079604;0,000;A0203
1081512;0,000;B0403
1065488;0,000;B0403
1065487;0,000;B0403
1115242;0,000;A0204
1115241;0,000;A0204
1115240;0,000;A0204
1115239;0,000;A0204
1115238;0,000;A0204
1115237;0,000;A0204
1103363;0,000;B0403
1103362;0,000;B0403
1103361;0,000;B0403
1104586;1;B0301
1057849;1;B0301
1104590;0,000;B0301
1108243;1;B0301
1104587;0,000;B0301
1081251;1;B0301
1104916;0,000;B0301
1096680;0,000;A0701
1079558;0,000;A0701
1085408;0,000;A0703
1112482;0,000;D0604
1082064;0,000;D0604
1100813;0,000;A0503
1100812;1;A0503
1114102;0,000;A0503
1114103;0,000;A0503
1040416;0,000;A0503
1074510;0,000;A0503
1084583;0,000;E0201
1097028;1;E0505
1097015;0,000;E0505
1006958;0,000;E0505
1097013;0,000;E0505
1097016;1;E0505
1077267;1;E0201
1110385;1;E0201
1077588;1;E0201
1090162;0,000;E0205
1090161;0,000;E0205
1097887;0,000;D0205
1097886;0,000;D0205
1081798;0,000;D0205
1093001;0,000;D0205
1081795;0,000;D0205
1115758;0,000;A0804
1115757;0,000;A0804
1115756;0,000;A0804
1115755;0,000;A0804
1097474;0,000;E0103
1097471;1;E0103
1006956;0,000;E0103
1048318;0,000;E0901
1088546;0,000;A0501
1088545;0,000;A0501
1100811;0,000;A0503
1082353;0,000;E0704
1082063;0,000;E0704
1082352;0,000;E0704
1082351;0,000;E0704
1104631;0,000;E0602
1105366;0,000;E0602
1073596;1;E0602
1114104;0,000;A0503
1108107;0,000;A0503
1112573;0,000;A0503
1107113;0,000;A0404
1106303;1;E0701
1097469;0,000;E0701
1097466;0,000;E0701
1082528;1;E0701
1082527;1;E0701
1001798;0,000;A0602
1094938;0,000;C0105
1094939;0,000;C0105
1075398;0,000;E1002
1001795;0,000;A0805
1001794;0,000;A0805
1079866;0,000;A0506
1079865;0,000;A0506
1079864;0,000;A0506
1064861;1;E0402
1079813;0,000;A0304
1094542;0,000;C0106
1098291;0,000;B0604
1081204;0,000;B0504
1111588;0,000;A0202
1111587;0,000;A0202
1111577;0,000;A0202
1081511;0,000;B0403
1028248;0,000;B0401
1039170;0,000;B0403
1022620;0,000;B0403
1071860;1;B0801
1106299;0,000;C0102
1094367;0,000;B0504
1076941;1;B0804
1100530;1;C0101
1047751;0,000;B0504
1092919;0,000;B0103
1074868;0,000;B0103
1074869;1;B0103
1016173;0,000;B0504
1115764;0,000;C0101
1115762;0,000;C0101
1115763;0,000;C0101
1108564;0,000;C0101
1108562;0,000;C0101
1108563;0,000;C0101
1115761;0,000;C0101
1115759;0,000;C0101
1115760;0,000;C0101
1103354;0,000;C0101
1103356;0,000;C0101
1100543;0,000;C0101
1096461;0,000;C0101
1096460;1;C0101
1096855;0,000;C0101
1096854;0,000;C0101
1100526;1;C0101
1096456;1;C0101
1096452;1;C0101
1103134;0,000;G0106
1111300;0,000;C0101
1111301;0,000;C0101
1111299;1;C0101
1115766;0,000;C0101
1111297;0,000;C0101
1115765;0,000;C0101
1111298;0,000;C0101
1111296;0,000;C0101
1103348;0,000;C0101
1103349;0,000;C0101
1098335;0,000;C0101
1098334;0,000;C0101
1103368;0,000;C0101
1103369;0,000;C0101
1101199;0,000;C0101
1098336;0,000;C0101
1098329;0,000;C0101
1098331;0,000;C0101
1101198;0,000;C0101
1098330;0,000;C0101
1098327;0,000;C0101
1103455;0,000;C0101
1103454;0,000;C0101
1098328;1;C0101
1098332;0,000;C0101
1104350;0,000;C0101
1103352;0,000;C0101
1096858;0,000;C0101
1096859;0,000;C0101
1096856;1;C0101
1100648;1;C0101
1102244;1;C0101
1016141;0,000;B0504
1016140;0,000;B0504
1081203;0,000;B0504
1101200;0,000;C0101
1111305;0,000;C0101
1111304;0,000;C0101
1110366;0,000;C0101
1110365;0,000;C0101
1111303;0,000;C0101
1111302;0,000;C0101
1110364;0,000;C0101
1110363;0,000;C0101
1103351;1;C0101
1103350;1;C0101
1049665;0,000;E0701
1082526;1;E0701
1082525;1;E0701
1066587;1;E0701
1066593;1;E0701
1066594;1;E0701
1066595;0,000;E0701
1082717;0,000;E1002
1096756;1;E0404
1066606;1;E0404
1066599;1;E0404
1066600;1;E0404
1096757;0,000;E0404
1096755;0,000;E0404
1090294;1;E0404
1066602;1;E0404
1066601;1;E0404
1003859;0,000;A0801
1004011;0,000;A0801
1081763;1;E0102
1100573;1;E0102
1081762;1;E0102
1079817;0,000;A0405
1073774;1;A0601
1047496;0,000;A0601
1047495;1;A0601
1047494;0,000;A0601
1047493;0,000;A0601
1087809;0,000;A0405
1068474;0,000;E0605
1085802;0,000;E0601
1035787;0,000;E0605
1085803;1;E0601
1085804;1;E0601
1102738;2;E0605
1027980;0,000;E0605
1054175;0,000;E0605
1109422;1;E0605
1053954;1;E0605
1007212;0,000;A0805
1007201;0,000;A0805
1079491;0,000;A0805
1079490;0,000;A0805
1104612;1;E0601
1104621;0,000;E0601
1104613;1;E0601
1063310;0,000;D0201
1063312;0,000;D0201
1094473;0,000;B0801
1090173;1;E0605
1033093;0,000;E0605
1069365;0,000;C0703
1067479;0,000;A0404
1067472;0,000;A0404
1067475;0,000;A0404
1067473;0,000;A0404
1104616;0,000;E0601
1090175;1;E0605
1037734;0,000;E0605
1104619;0,000;E0601
1006731;0,000;A0801
1104618;1;E0601
1097905;0,000;A0801
1029896;0,000;A0801
1029895;0,000;A0801
1007569;0,000;A0801
1104620;1;E0601
1112278;0,000;E0601
1112279;0,000;E0601
1096784;0,000;E0402
1114075;1;B0801
1112280;0,000;E0601
1097444;1;E0605
1112282;0,000;E0601
1098879;0,000;A0801
1082495;1;E0605
1111314;1;B0101
1109246;1;B0101
1108435;1;B0101
1107328;0,000;B0101
1108404;0,000;B0101
1111316;1;B0101
1108151;0,000;B0101
1108405;1;B0101
1108756;0,000;B0101
1108436;0,000;B0101
1113612;1;B0101
1111166;1;B0101
1113610;1;B0101
1111165;1;B0101
1113611;1;B0101
1107327;0,000;B0101
1075941;1;D0301
1084518;1;A0401
1103395;0,000;A0401
1103396;0,000;A0401
1102609;0,000;A0401
1102608;0,000;A0401
1103940;0,000;A0401
1089319;0,000;E0201
1096644;0,000;A0503
1062201;1;A0403
1079794;0,000;A0403
1062205;0,000;A0403
1115784;0,000;D0201
1107143;0,000;B0307
1095393;0,000;B0307
1112709;0,000;B0307
1057618;0,000;A0104
1105533;0,000;A0504
1057617;0,000;A0104
1057616;0,000;A0104
1086349;0,000;F0304
1052221;1;D0202
1050376;0,000;D0202
1102382;0,000;D0202
1102383;1;D0202
1079486;0,000;A0602
1079485;0,000;A0602
1106376;0,000;E0605
1046870;1;A0504
1087818;0,000;D0203
1041944;0,000;A0505
1060300;0,000;A0505
1038743;0,000;E0603
1106611;0,000;C0103
1106612;0,000;C0103
1106608;0,000;C0103
1106609;0,000;C0103
1106610;0,000;C0103
1106624;0,000;C0103
1106625;0,000;C0103
1106621;0,000;C0103
1106622;0,000;C0103
1106623;0,000;C0103
1106619;0,000;C0103
1106620;0,000;C0103
1106616;0,000;C0103
1106617;0,000;C0103
1106618;0,000;C0103
1106614;0,000;C0103
1106615;0,000;C0103
1106613;0,000;C0103
1089012;0,000;C0103
1089011;0,000;C0103
1089005;0,000;C0103
1086200;0,000;C0103
1089008;0,000;C0103
1089007;0,000;C0103
1089006;0,000;C0103
1114409;0,000;C0103
1114391;0,000;C0103
1114388;0,000;C0103
1114410;0,000;C0103
1106635;0,000;C0103
1106632;0,000;C0103
1106633;0,000;C0103
1106629;0,000;C0103
1106630;0,000;C0103
1106626;0,000;C0103
1106627;0,000;C0103
1106628;0,000;C0103
1106639;0,000;C0103
1106640;0,000;C0103
1106636;0,000;C0103
1106637;0,000;C0103
1106638;0,000;C0103
1088997;0,000;C0103
1088996;0,000;C0103
1088993;0,000;C0103
1088992;0,000;C0103
1088991;0,000;C0103
1088990;0,000;C0103
1088981;0,000;C0103
1088977;0,000;C0103
1088974;0,000;C0103
1095502;0,000;C0103
1095503;0,000;C0103
1095504;0,000;C0103
1095499;0,000;C0103
1095500;0,000;C0103
1087616;0,000;C0103
1087617;0,000;C0103
1095498;0,000;C0103
1087615;0,000;C0103
1106035;0,000;C0103
1106036;0,000;C0103
1106037;0,000;C0103
1106038;0,000;C0103
1088965;0,000;C0103
1088964;0,000;C0103
1088961;0,000;C0103
1088960;0,000;C0103
1088959;0,000;C0103
1088958;0,000;C0103
1087613;0,000;C0103
1087614;0,000;C0103
1087611;0,000;C0103
1107015;0,000;B0307
1107144;0,000;B0307
1110800;0,000;A0505
1110799;0,000;A0505
1110383;1;E0201
1077563;0,000;E0201
1110382;1;E0201
1026716;0,000;E0205
1110379;1;E0201
1090160;0,000;E0205
1090159;0,000;E0205
1081695;0,000;E0205
1107442;1;E0201
1102723;0,000;E0201
1107443;1;E0201
1108390;0,000;A0405
1115912;0,000;B0604
1115911;0,000;B0604
1115914;0,000;B0604
1115910;0,000;B0604
1115913;0,000;B0604
1105951;1;E0201
1112838;0,000;E0201
1086242;0,000;E0201
1086243;1;E0201
1086249;1;E0201
1086246;1;E0201
1112839;0,000;E0201
1086247;1;E0201
1112841;1;E0201
1023408;1;E0103
1008372;1;E0103
1109791;0,000;A0505
1110757;0,000;E0402
1115233;0,000;F0704
1115231;0,000;F0704
1115229;0,000;F0704
1115228;0,000;F0704
1115247;0,000;F0704
1115235;0,000;F0704
1086658;1;E0503
1070093;1;D0201
1101195;0,000;D0201
1100349;1;D0201
1100350;0,000;D0201
1100351;0,000;D0201
1062518;0,000;D0201
1105529;0,000;D0201
1093393;0,000;D0201
1105554;1;E0304
1105552;1;E0304
1086053;1;E0304
1086052;0,000;E0304
1060450;0,000;E0304
1082556;1;E0304
1063048;0,000;E0304
1074658;1;E0304
1084131;0,000;C0601
1084133;0,000;C0601
1084132;0,000;C0601
1084130;0,000;C0601
1048244;0,000;E0904
1082062;0,000;D0404
1085312;0,000;E0302
1085315;0,000;E0302
1112836;0,000;E0201
1075590;1;D0202
1075592;1;D0202
1097399;0,000;D0202
1102384;0,000;E0402
1107800;0,000;E0304
1099157;0,000;E0202
1089427;0,000;E0403
1089422;0,000;E0402
1077105;0,000;E0402
1090098;0,000;E0304
1078083;0,000;E0304
1090108;0,000;E0403
1077104;0,000;E0402
1107811;0,000;E0502
1077106;0,000;E0502
1078089;0,000;E0304
1078078;0,000;E0301
1061136;1;E0502
1057506;0,000;E0304
1001039;0,000;A0505
1001038;0,000;A0505
1001041;0,000;A0505
1001036;0,000;A0505
1113733;1;D0301
1094808;0,000;F0704
1094805;0,000;F0704
1094803;0,000;F0704
1094807;0,000;F0704
1094804;0,000;F0704
1055317;0,000;D0202
1030292;0,000;D0201
1075589;1;D0202
1001037;0,000;A0505
1093188;0,000;F0603
1093187;0,000;F0603
1064840;0,000;E0305
1094056;0,000;B0506
1094055;0,000;B0506
1094054;0,000;B0506
1099115;0,000;B0506
1070651;1;E0505
1082698;1;E0505
1115224;0,000;F0704
1115223;0,000;F0704
1115222;0,000;F0704
1094057;0,000;B0506
1103678;0,000;D0201
1058208;0,000;D0103
1085426;0,000;B0104
1106295;0,000;D0103
1066823;1;D0103
1097370;0,000;B0104
1062015;0,000;B0901
1094165;0,000;B0901
1062016;0,000;B0901
1094167;0,000;B0901
1094164;0,000;B0901
1094163;0,000;B0901
1094162;0,000;B0901
1094183;0,000;B0901
1094166;0,000;B0901
1094161;0,000;B0901
1094179;0,000;B0901
1094159;0,000;B0901
1094180;0,000;B0901
1094178;0,000;B0901
1087401;1;D0103
1094184;0,000;B0901
1094177;0,000;B0901
1094158;0,000;B0901
1094176;0,000;B0901
1094175;0,000;B0901
1094190;0,000;B0901
1094174;0,000;B0901
1062020;0,000;B0901
1094173;0,000;B0901
1094172;0,000;B0901
1094171;0,000;B0901
1094155;0,000;B0901
1094169;0,000;B0901
1094170;0,000;B0901
1094168;0,000;B0901
1094154;0,000;B0901
1094153;0,000;B0901
1094152;0,000;B0901
1079875;0,000;A0505
1080297;0,000;B0204
1080296;0,000;B0204
