Zboží;Poèet SVM;Kateg.zboží
1099895;0,000;A0602
1099894;0,000;A0602
1099892;0,000;A0602
1065723;0,000;A0602
1065722;0,000;A0602
1065727;0,000;A0602
1065726;0,000;A0602
1055319;0,000;B0205
1055316;0,000;B0105
1053406;0,000;B0205
1053407;0,000;B0205
1055248;0,000;B0205
1055247;0,000;B0205
1053409;0,000;C0110
1098714;0,000;A0102
1009780;0,000;E0702
1087556;0,000;C0106
1047312;1;B0307
1087553;0,000;C0106
1087552;0,000;C0106
1105000;0,000;B0604
1104998;0,000;B0604
1104999;0,000;B0604
1008752;0,000;E0405
1073765;0,000;A0503
1096269;0,000;A0503
1100232;0,000;A0503
1104997;0,000;B0604
1073768;1;A0503
1070649;0,000;A0203
1035740;1;A0203
1107450;0,000;A0201
1041291;1;A0201
1058006;0,000;A0201
1073764;1;A0503
1043089;0,000;B0302
1090474;0,000;B0403
1090473;0,000;B0403
1090472;0,000;B0403
1090471;0,000;B0403
1090470;0,000;B0403
1076582;0,000;B0403
1090469;0,000;B0401
1090464;0,000;B0403
1090468;0,000;B0401
1090463;0,000;B0403
1090462;0,000;B0403
1090458;0,000;B0403
1075677;1;E0401
1077086;1;E0604
1095695;0,000;B0106
1035821;0,000;B0105
1053501;1;E0604
1049460;1;E0604
1086682;0,000;E0403
1095696;0,000;B0106
1114358;0,000;B0403
1090460;0,000;B0403
1090459;0,000;B0403
1114357;0,000;B0403
1114355;0,000;B0403
1114360;0,000;B0403
1114359;0,000;B0403
1103854;0,000;E0701
1043083;1;B0301
1043087;1;B0301
1081264;0,000;B0301
1011966;0,000;E0801
1020643;0,000;E0801
1011964;0,000;E0801
1079823;0,000;A0601
1079822;0,000;A0601
1079625;1;A0302
1079802;0,000;A0804
1014360;0,000;A0804
1081304;0,000;B0302
1111462;0,000;A0801
1101896;0,000;A0801
1022295;1;E0403
1113251;0,000;E0403
1113249;0,000;E0403
1108049;0,000;A0506
1108647;0,000;E0305
1042920;0,000;B0301
1107214;0,000;B0301
1028273;0,000;B0301
1079934;0,000;B0702
1079927;0,000;B0702
1100290;0,000;B0702
1101719;0,000;B0702
1100288;0,000;B0702
1079905;0,000;B0702
1079903;0,000;B0702
1098072;0,000;B0101
1098074;1;B0101
1098071;1;B0101
1114536;0,000;B0101
1098075;1;B0101
1087460;0,000;A0601
1084269;0,000;G0102
1082052;0,000;D0802
1066103;0,000;A0601
1066104;0,000;A0601
1111585;0,000;A0202
1076559;0,000;A0103
1076560;0,000;A0103
1082048;0,000;D0104
1111584;0,000;A0202
1075821;0,000;A0505
1111583;0,000;A0202
1107976;0,000;B1001
1107979;0,000;B1001
1107978;0,000;B1001
1107977;0,000;B1001
1107980;0,000;B1001
1107975;0,000;B1001
1107974;0,000;B1001
1099609;0,000;A0505
1075822;0,000;A0505
1085739;0,000;A0302
1033762;1;B0301
1106880;0,000;B0301
1089228;0,000;B0301
1089231;0,000;B0301
1089229;0,000;B0301
1089230;0,000;B0301
1101838;0,000;A0506
1075832;0,000;A0505
1090628;1;B0301
1103617;1;B0301
1103618;0,000;B0301
1103616;0,000;B0301
1103611;0,000;B0301
1103614;0,000;B0301
1103612;1;B0301
1103613;0,000;B0301
1103619;1;B0301
1075827;0,000;A0505
1091642;0,000;B0301
1104581;0,000;B0301
1091640;0,000;B0301
1104580;0,000;B0301
1091643;0,000;B0301
1091641;0,000;B0301
1091639;0,000;B0301
1040770;0,000;B0301
1040771;0,000;B0301
1039224;0,000;B0301
1110851;0,000;B0301
1110852;0,000;B0301
1110850;0,000;B0301
1110853;1;B0301
1089225;0,000;B0301
1089227;0,000;B0301
1084829;1;B0301
1036107;0,000;B0301
1045554;0,000;F0701
1015298;0,000;B0302
1054293;0,000;B0302
1007853;0,000;B0901
1055703;0,000;E0105
1055704;1;E0105
1115903;0,000;G0106
1115904;0,000;G0106
1115905;0,000;G0106
1115902;0,000;G0106
1095014;1;A0504
1115927;0,000;B0302
1070079;0,000;B0604
1048952;1;B0301
1045840;0,000;B0301
1041335;0,000;B0301
1068992;0,000;C0103
1069022;0,000;C0103
1069021;0,000;C0103
1083161;0,000;C0103
1083160;0,000;C0103
1083159;0,000;C0103
1083158;0,000;C0103
1083157;0,000;C0103
1083156;0,000;C0103
1068997;0,000;C0103
1068998;0,000;C0103
1068996;0,000;C0103
1068990;0,000;C0103
1083155;0,000;C0103
1068993;0,000;C0103
1083154;0,000;C0103
1069020;0,000;C0103
1068991;0,000;C0103
1069019;0,000;C0103
1083153;0,000;C0103
1083152;0,000;C0103
1083151;0,000;C0103
1083150;0,000;C0103
1069023;0,000;C0103
1068995;0,000;C0103
1068994;0,000;C0103
1083149;0,000;C0103
1083148;0,000;C0103
1103595;0,000;B0604
1067495;0,000;B0604
1103600;0,000;B0604
1078184;0,000;B0604
1093986;0,000;B0604
1081964;0,000;D0402
1112227;0,000;D0504
1112226;0,000;D0504
1024505;0,000;B0301
1045954;0,000;B0205
1094810;2;E0802
1009736;1;E0602
1115731;0,000;C0601
1087117;0,000;E0701
1104490;0,000;F0801
1104489;0,000;F0801
1107062;0,000;A0803
1107061;0,000;A0803
1001911;0,000;A0803
1107503;0,000;A0803
1107056;0,000;A0803
1001915;0,000;A0803
1107064;0,000;A0803
1107060;0,000;A0803
1107065;0,000;A0803
1107063;0,000;A0803
1107059;0,000;A0803
1107073;0,000;A0803
1001892;0,000;A0803
1107504;0,000;A0803
1107057;0,000;A0803
1001909;0,000;A0803
1107058;0,000;A0803
1045179;0,000;E1001
1094026;0,000;E1001
1095213;0,000;C0103
1061428;0,000;B0901
1035969;0,000;B0901
1041880;0,000;B0901
1038269;0,000;B0901
1021906;0,000;B0901
1054645;0,000;B0901
1080738;0,000;B0901
1098231;0,000;B0901
1054644;0,000;B0901
1054641;0,000;B0901
1080737;0,000;B0901
1054635;0,000;B0901
1080736;0,000;B0901
1054630;0,000;B0901
1094135;0,000;B0901
1064808;0,000;B0901
1094134;0,000;B0901
1080735;0,000;B0901
1080734;0,000;B0901
1080733;0,000;B0901
1080732;0,000;B0901
1080731;0,000;B0901
1040362;0,000;B0901
1080728;0,000;B0901
1080727;0,000;B0901
1024465;0,000;B0901
1034036;0,000;B0901
1080726;0,000;B0901
1028112;0,000;B0901
1080725;0,000;B0901
1024460;0,000;B0901
1021917;0,000;B0901
1041207;0,000;B0901
1011232;0,000;D0104
1096201;0,000;E0201
1082329;0,000;E0303
1082328;0,000;E0303
1014249;0,000;C0503
1106872;0,000;E0405
1101431;2;E0405
1074659;0,000;E0405
1063091;0,000;E0405
1100555;0,000;B0101
1103584;0,000;B0101
1103587;0,000;B0101
1094682;0,000;B0101
1094693;1;B0101
1085597;0,000;B0101
1094675;1;B0201
1094673;0,000;B0201
1109080;1;B0101
1103586;1;B0101
1094680;0,000;B0201
1094669;0,000;B0201
1103590;0,000;B0101
1100552;0,000;B0101
1105528;1;B0101
1100550;0,000;B0101
1099419;0,000;B0201
1101149;0,000;B0201
1098107;0,000;B0101
1080977;0,000;B0201
1109078;1;B0101
1105072;0,000;B0101
1109081;0,000;B0101
1109085;0,000;B0102
1103589;1;B0102
1109084;0,000;B0102
1103583;0,000;B0101
1100551;0,000;B0101
1098101;0,000;B0101
1080964;0,000;B0101
1100549;0,000;B0101
1099420;0,000;B0101
1105074;1;B0101
1080963;0,000;B0101
1109083;1;B0102
1109082;1;B0102
1108898;0,000;A0202
1108897;0,000;A0202
1108896;0,000;A0202
1108899;0,000;A0202
1108901;0,000;A0202
1108900;0,000;A0202
1074855;1;B0201
1094674;0,000;B0201
1105496;0,000;B0201
1104530;0,000;B0201
1109484;0,000;B0201
1104527;1;B0201
1103778;1;B0201
1079716;0,000;A0101
1079712;0,000;A0101
1110266;0,000;B0604
1110268;0,000;B0604
1095623;0,000;D0205
1093144;0,000;D0205
1098307;0,000;D0205
1093143;0,000;D0205
1093145;0,000;D0205
1113772;0,000;A0201
1099547;0,000;E0305
1108649;0,000;E0305
1025043;1;E0902
1104574;0,000;B0303
1075470;0,000;E0902
1093146;0,000;D0205
1093142;0,000;D0205
1093149;0,000;D0205
1100832;0,000;A0501
1100829;1;A0501
1100830;0,000;A0501
1109376;1;C0101
1109377;0,000;C0101
1106923;0,000;C0101
1106922;1;C0101
1099741;1;C0101
1088350;0,000;C0101
1099837;0,000;C0101
1100702;0,000;C0101
1100699;0,000;C0101
1102182;1;C0101
1088585;0,000;C0101
1103245;1;D0101
1114385;0,000;A0502
1114387;0,000;A0502
1114386;0,000;A0502
1052411;0,000;F0701
1097053;0,000;B0401
1097052;0,000;B0401
1063357;0,000;D0401
1103594;1;C0101
1103592;0,000;C0101
1103593;0,000;C0101
1109572;1;C0101
1096165;1;C0101
1109350;1;C0101
1097705;0,000;C0101
1103001;1;C0101
1096166;0,000;C0101
1107452;1;C0101
1107451;1;C0101
1109351;1;C0101
1108275;0,000;B0102
1092677;0,000;G0106
1111295;0,000;C0101
1109573;1;C0101
1105501;0,000;C0101
1099278;0,000;C0101
1104344;0,000;C0101
1104343;0,000;C0101
1104925;1;C0101
1104924;0,000;C0101
1096027;0,000;B0204
1096026;0,000;B0204
1096025;0,000;B0204
1080189;0,000;B0204
1080188;0,000;B0204
1080185;0,000;B0204
1102726;0,000;E0203
1102727;0,000;E0203
1051235;0,000;A0103
1079940;0,000;F0504
1112496;0,000;B0103
1055697;0,000;E0105
1082327;0,000;E0302
1059905;0,000;E0302
1082326;0,000;E0302
1082325;0,000;E0302
1082324;0,000;E0302
1088682;0,000;C0112
1100834;0,000;A0502
1100835;1;A0502
1100837;1;A0502
1097043;1;E0105
1106908;0,000;E0105
1113292;0,000;G0106
1095082;1;E1001
1074737;1;D0102
1064429;0,000;D0102
1064427;0,000;D0101
1057264;0,000;D0101
1111582;0,000;A0202
1096418;1;D0101
1109090;0,000;D0101
1096417;0,000;D0101
1096419;1;D0101
1111581;0,000;A0202
1111580;0,000;A0202
1094469;0,000;B0801
1098878;0,000;A0801
1111579;0,000;A0202
1111578;0,000;A0202
1065384;0,000;A0403
1113648;0,000;B0604
1024469;1;C0601
1040712;0,000;C0601
1021922;0,000;C0601
1084238;1;C0601
1032594;1;C0601
1032595;1;C0601
1040684;1;C0601
1040680;0,000;C0601
1040679;1;C0601
1057911;0,000;F0307
1081460;0,000;B0106
1081458;0,000;B0106
1081457;0,000;B0106
1081459;0,000;B0106
1081456;0,000;B0106
1081455;0,000;B0106
1087457;1;E0401
1081454;0,000;B0106
1081453;0,000;B0106
1081452;0,000;B0106
1081451;0,000;B0106
1081450;0,000;B0106
1081449;0,000;B0106
1081448;0,000;B0106
1095718;0,000;B0106
1081447;0,000;B0106
1081446;0,000;B0106
1097584;1;A0505
1056921;0,000;D0501
1071301;1;D0501
1058415;0,000;D0501
1071059;0,000;D0501
1071300;0,000;D0501
1065691;0,000;D0501
1071318;1;D0501
1104386;0,000;F0304
1071294;0,000;D0501
1056923;1;D0501
1110937;0,000;D0501
1071226;1;D0501
1054493;0,000;E0404
1042360;0,000;E0103
1031628;1;E0103
1071925;0,000;E0404
1071924;1;E0404
1071923;0,000;E0404
1056922;1;D0501
1071316;0,000;D0501
1081444;0,000;B0106
1081443;0,000;B0106
1081442;0,000;B0106
1082042;0,000;F0603
1082041;0,000;F0603
1009387;0,000;E0303
1083145;0,000;C0103
1083142;0,000;C0103
1009379;0,000;E0303
1095428;0,000;C0103
1095427;0,000;C0103
1095422;0,000;C0103
1095421;0,000;C0103
1095436;0,000;C0103
1083134;0,000;C0103
1095429;0,000;C0103
1095425;0,000;C0103
1095424;0,000;C0103
1095426;0,000;C0103
1095430;0,000;C0103
1087538;0,000;C0103
1095423;0,000;C0103
1087540;0,000;C0103
1095431;0,000;C0103
1095418;0,000;C0103
1087537;0,000;C0103
1078125;0,000;D0602
1106887;0,000;B0604
1111693;0,000;B0604
1106889;0,000;B0604
1111694;0,000;B0604
1106888;0,000;B0604
1102017;0,000;C0103
1100010;0,000;C0103
1057855;0,000;F0301
1100001;0,000;C0103
1100000;0,000;C0103
1104164;0,000;C0103
1104169;0,000;C0103
1104162;0,000;C0103
1084321;0,000;A0505
1057850;0,000;F0301
1095650;0,000;B0104
1095649;0,000;B0104
1095648;0,000;B0104
1105332;0,000;B0204
1105330;0,000;B0204
1096020;0,000;B0204
1096018;0,000;B0204
1096023;0,000;B0204
1080183;0,000;B0204
1080182;0,000;B0204
1080181;0,000;B0204
1080180;0,000;B0204
1080179;0,000;B0204
1080173;0,000;B0204
1080172;0,000;B0204
1083124;0,000;C0103
1083107;0,000;C0103
1081441;0,000;B0106
1060426;0,000;E0403
1105876;1;E0301
1105874;0,000;E0301
1105875;0,000;E0301
1104526;0,000;D0203
1052889;0,000;E0301
1052888;1;E0301
1100346;1;E0301
1086709;1;E0301
1066750;0,000;E0301
1066751;0,000;E0301
1086712;0,000;E0301
1086714;1;E0301
1086711;1;E0301
1076205;1;E0301
1032737;2;E0301
1054675;0,000;E0301
1037824;0,000;B0604
1109569;0,000;C0106
1010552;1;D0502
1082173;1;D0502
1098908;0,000;D0502
1082172;0,000;D0502
1090339;0,000;D0502
1035364;0,000;A0202
1070078;0,000;B0604
1098290;0,000;B0604
1102570;1;B0801
1088638;0,000;B0801
1094750;0,000;B0801
1088637;0,000;B0801
1094760;0,000;B0801
1105736;0,000;D0502
1105870;0,000;E0304
1105871;1;E0304
1105868;1;E0304
1069696;0,000;E0304
1053580;2;E0304
1032491;0,000;E0304
1007353;0,000;A0803
1037350;1;E0401
1081199;0,000;B0504
1081198;0,000;B0504
1081197;0,000;B0504
1081196;0,000;B0504
1081195;0,000;B0504
1081194;0,000;B0504
1081193;0,000;B0504
1081192;0,000;B0504
1081191;0,000;B0504
1081190;0,000;B0504
1081189;0,000;B0508
1094230;0,000;B0508
1094361;0,000;B0504
1094360;0,000;B0504
1098245;0,000;B0504
1094359;0,000;B0504
1098244;0,000;B0504
1081117;0,000;B0504
1081116;0,000;B0504
1104548;0,000;B0504
1096596;0,000;B0504
1096595;0,000;B0504
1081121;0,000;B0504
1081120;0,000;B0504
1081119;0,000;B0504
1081118;0,000;B0504
1081131;0,000;B0504
1081188;0,000;B0504
1081187;0,000;B0504
1081184;0,000;B0504
1081182;0,000;B0504
1081181;0,000;B0504
1081180;0,000;B0504
1081130;0,000;B0504
1081179;0,000;B0504
1081178;0,000;B0504
1081129;0,000;B0504
1081177;0,000;B0504
1104547;0,000;B0504
1104545;0,000;B0504
1104544;0,000;B0504
1104543;0,000;B0504
1104539;0,000;B0504
1104542;0,000;B0504
1104541;0,000;B0504
1104540;0,000;B0504
1104538;0,000;B0504
1081127;0,000;B0504
1081175;0,000;B0504
1081174;0,000;B0504
1081173;0,000;B0504
1081172;0,000;B0504
1081126;0,000;B0504
1081171;0,000;B0504
1081170;0,000;B0504
1081169;0,000;B0504
1081168;0,000;B0504
1081125;0,000;B0504
1081167;0,000;B0504
1081166;0,000;B0504
1081165;0,000;B0504
1081164;0,000;B0504
1081163;0,000;B0504
1081162;0,000;B0504
1081161;0,000;B0504
1081160;0,000;B0504
1081159;0,000;B0504
1081158;0,000;B0504
1081157;0,000;B0504
1081155;0,000;B0504
1094355;0,000;B0504
1094354;0,000;B0504
1081124;0,000;B0504
1081154;0,000;B0504
1081153;0,000;B0504
1081152;0,000;B0504
1081151;0,000;B0504
1081123;0,000;B0504
1081149;0,000;B0504
1081122;0,000;B0504
1081148;0,000;B0504
1081147;0,000;B0504
1081146;0,000;B0504
1081144;0,000;B0504
1081143;0,000;B0504
1081141;0,000;B0504
1081140;0,000;B0504
1081139;0,000;B0504
1081138;0,000;B0504
1081137;0,000;B0504
1081136;0,000;B0504
1081135;0,000;B0504
1081134;0,000;B0504
1081133;0,000;B0504
1081132;0,000;B0504
1081115;0,000;B0504
1081114;0,000;B0504
1081113;0,000;B0504
1094365;0,000;B0504
1094364;0,000;B0504
1094363;0,000;B0504
1094362;0,000;B0504
1081112;0,000;B0504
1094366;0,000;B0504
1081111;0,000;B0504
1057585;0,000;E0401
1076411;0,000;D0602
1038482;0,000;D0602
1048849;0,000;E0401
1091042;0,000;E0401
1081440;0,000;B0106
1081432;0,000;B0106
1081439;0,000;B0106
1081438;0,000;B0106
1081431;0,000;B0106
1081436;0,000;B0106
1081435;0,000;B0106
1081433;0,000;B0106
1081434;0,000;B0106
1107160;0,000;B0701
1107156;0,000;B0701
1107157;0,000;B0701
1107158;0,000;B0701
1107159;0,000;B0701
1103509;0,000;B0701
1107161;0,000;B0701
1106871;0,000;E0605
1106869;1;E0605
1106868;0,000;E0605
1005124;0,000;B0403
1031326;0,000;B0403
1031338;0,000;B0403
1005139;0,000;B0403
1065479;0,000;B0401
1065482;0,000;B0401
1065481;0,000;B0401
1065480;0,000;B0401
1103897;1;B0202
1093913;1;B0202
1090571;1;B0202
1106523;0,000;D0604
1106293;0,000;E0302
1038780;0,000;E0302
1033525;0,000;E0302
1038779;0,000;E0302
1033524;0,000;E0302
1071940;0,000;E0304
1047151;0,000;E0304
1052310;0,000;E0304
1077784;0,000;E0304
1077783;0,000;E0304
1087458;1;E0401
1076433;1;D0201
1112225;0,000;D0201
1115346;0,000;D0201
1112223;1;D0201
1112224;1;D0201
1108857;1;D0201
1108858;0,000;D0201
1076876;1;D0201
1074952;0,000;D0201
1074953;1;D0201
1042332;1;E0303
1086344;0,000;F0303
1042527;0,000;E0303
1082689;1;E0303
1115354;0,000;D0201
1064007;1;D0201
1113736;0,000;B0301
1113735;0,000;B0301
1103117;0,000;F0304
1027864;1;E0304
1081430;0,000;B0106
1081429;0,000;B0106
1081428;0,000;B0106
1081427;0,000;B0106
1099934;0,000;A0101
1099943;0,000;A0101
1099942;0,000;A0101
1099937;1;A0101
1099945;0,000;A0101
1099944;0,000;A0101
1115320;0,000;A0101
1111554;0,000;A0101
1115319;0,000;A0101
1099947;1;A0101
1099946;0,000;A0101
1111552;0,000;A0101
1111691;1;A0101
1099952;0,000;A0101
1111551;0,000;A0101
1099948;0,000;A0101
1111690;0,000;A0101
1099951;0,000;A0101
1099953;0,000;A0101
1086337;0,000;F0301
1111689;0,000;A0101
1111692;0,000;A0101
1111687;0,000;A0101
1111553;0,000;A0101
1111683;0,000;A0101
1099927;1;A0101
1099929;1;A0101
1078378;0,000;E0304
1096518;1;E0304
1096519;1;E0304
1095735;0,000;B0105
1042958;0,000;F0701
1081426;0,000;B0106
1081425;0,000;B0106
1081424;0,000;B0106
1081423;0,000;B0106
1106266;0,000;A0801
1081422;0,000;B0106
1081421;0,000;B0106
1081420;0,000;B0106
1106265;0,000;A0801
1104728;0,000;B0604
1112727;0,000;B0604
1070081;0,000;B0604
1106246;0,000;F0801
1081419;0,000;B0106
1115733;0,000;E0102
1086721;0,000;B0701
1095720;0,000;B0106
1095719;0,000;B0106
1100619;0,000;G0106
1080156;0,000;B0104
1084123;0,000;C0601
1084122;0,000;C0601
1084129;0,000;C0601
1084128;0,000;C0601
1084127;0,000;C0601
1084126;0,000;C0601
1084125;0,000;C0601
1081417;0,000;B0106
1081416;0,000;B0106
1115362;0,000;B0103
1106744;0,000;B0103
1088736;0,000;F0303
1069410;1;D0501
1050127;0,000;D0501
1050126;1;D0501
1046626;0,000;D0501
1070731;0,000;D0501
1043804;0,000;D0203
1103451;0,000;B0301
1115363;0,000;B0103
1094447;0,000;D0502
1011975;0,000;D0203
1053561;1;E0304
1109215;0,000;G0106
1103453;1;B0301
1100518;0,000;E0605
1081245;1;B0301
1020029;0,000;E0303
1020027;0,000;E0303
1020026;0,000;E0303
1109797;0,000;E0301
1109796;0,000;E0301
1089947;1;D0502
1057431;0,000;B0604
1081348;0,000;B0604
1084570;0,000;E0201
1054983;1;E0901
1054982;1;E0902
1025059;0,000;E0305
1105716;0,000;E0305
1105720;0,000;E0305
1105721;1;E0305
1105722;1;E0305
1105717;0,000;E0305
1105718;0,000;E0305
1105719;0,000;E0305
1114854;0,000;E0305
1099676;0,000;B0301
1027088;1;E0405
1045069;1;E0405
1020237;1;E0405
1082542;0,000;E0405
1098277;0,000;C0103
1085811;0,000;E0603
1093904;1;D0502
1093905;1;D0502
1054978;1;E0901
1097794;0,000;E0901
1105843;0,000;A0506
1105842;0,000;A0506
1105855;0,000;A0506
1077612;0,000;E0206
1083090;0,000;C0108
1104174;0,000;C0108
1052638;0,000;C0108
1083088;0,000;C0108
1083087;0,000;C0108
1083086;0,000;C0108
1104251;0,000;A0801
1029847;0,000;A0204
1029846;0,000;A0204
1097906;0,000;A0801
1092631;0,000;B0801
1092627;0,000;B0801
1092628;0,000;B0801
1092626;0,000;B0801
1098961;0,000;F0302
1104690;0,000;D0604
1063401;0,000;D0101
1082206;1;D0101
1106259;0,000;B0301
1087867;1;D0602
1068742;1;D0602
1043086;1;B0301
1104725;0,000;B0604
1068222;0,000;B0604
1095605;0,000;E1002
1095604;0,000;E1002
1109745;0,000;A0201
1073314;0,000;F0207
1095607;0,000;E1002
1095606;0,000;E1002
1094014;1;D0602
1096495;1;E0203
1106243;0,000;F0801
1054809;0,000;G0102
1088639;0,000;A0505
1068804;0,000;B0201
1068803;0,000;B0201
1068819;0,000;B0201
1068818;0,000;B0201
1068801;0,000;B0201
1068816;0,000;B0201
1068815;1;B0201
1105161;0,000;B0201
1105160;0,000;B0201
1105159;0,000;B0201
1105158;0,000;B0201
1105157;0,000;B0201
1105149;0,000;B0201
1105148;0,000;B0201
1105147;0,000;B0201
1089881;1;B0201
1070085;0,000;B0201
1101464;1;E0602
1113448;0,000;C0101
1113445;0,000;C0101
1113583;0,000;C0101
1113441;0,000;C0101
1106009;0,000;C0101
1106026;0,000;C0101
1106028;0,000;C0101
1106025;0,000;C0101
1106027;0,000;C0101
1106022;0,000;C0101
1106287;0,000;C0101
1106024;0,000;C0101
1106021;0,000;C0101
1106023;0,000;C0101
1106029;0,000;C0101
1089283;0,000;C0101
1102883;0,000;C0101
1089277;0,000;C0101
1089276;0,000;C0101
1089273;0,000;C0101
1102880;0,000;C0101
1089281;0,000;C0101
1072794;1;C0101
1072783;0,000;C0101
1078839;0,000;C0101
1096059;0,000;B0204
1096058;0,000;B0204
1083024;0,000;C0103
1083022;0,000;C0103
1083019;0,000;C0103
1083018;0,000;C0103
1090619;0,000;B0201
1090617;0,000;B0201
1090621;0,000;B0201
1089864;0,000;B0201
1089874;0,000;B0201
1089875;0,000;B0201
1089873;0,000;B0201
1089863;0,000;B0201
1089871;0,000;B0201
1089872;0,000;B0201
1089870;0,000;B0201
1090618;1;B0201
1090624;0,000;B0201
1068766;0,000;B0201
1090622;0,000;B0201
1090620;0,000;B0201
1088898;0,000;C0103
1088899;0,000;C0103
1088894;0,000;C0103
1088896;0,000;C0103
1095239;0,000;C0103
1109765;0,000;B0801
1109764;0,000;B0801
1106090;0,000;B0801
1081303;0,000;B0302
1101614;0,000;A0201
1069513;1;E0301
1077042;1;E0301
1105547;1;E0606
1100084;0,000;B0102
1070012;0,000;E0302
1070014;0,000;E0302
1075318;0,000;B0804
1057957;1;E0905
1082508;0,000;E0903
1092088;0,000;B0504
1092087;0,000;B0504
1110788;0,000;B0504
1081059;0,000;B0504
1087172;1;E0905
1087170;1;E0905
1095078;0,000;E0905
1093120;0,000;E0502
1103090;0,000;C0101
1089256;0,000;C0101
1115199;0,000;C0101
1089255;1;C0101
1102303;1;C0101
1109505;1;C0101
1088197;0,000;F0601
1106380;0,000;C0117
1106811;0,000;C0117
1106379;0,000;C0117
1106378;0,000;C0117
1106377;0,000;C0117
1106382;0,000;C0117
1106381;0,000;C0117
1056945;0,000;B0504
1056944;0,000;B0504
1056943;0,000;B0504
1056942;0,000;B0504
1040336;0,000;B0504
1040335;0,000;B0504
1048774;1;D0602
1048773;1;D0602
1036833;0,000;D0604
1036296;0,000;D0604
1110972;0,000;B0201
1108158;0,000;B0201
1110968;1;B0201
1110969;0,000;B0201
1111313;1;B0101
1115404;0,000;B0101
1109073;0,000;B0101
1108277;1;B0101
1108274;0,000;B0101
1111310;1;B0101
1115401;0,000;B0101
1109079;1;B0101
1115400;0,000;B0101
1111309;0,000;B0101
1109077;1;B0101
1109574;0,000;B0101
1115273;0,000;B0101
1115399;0,000;B0101
1109075;1;B0101
1109076;0,000;B0101
1109711;1;B0101
1111308;1;B0101
1115271;0,000;B0101
1110977;0,000;B0102
1110973;0,000;B0102
1079580;0,000;A0505
1079578;0,000;A0505
1112376;1;B0201
1112377;0,000;B0201
1096541;1;E0301
1096538;1;E0301
1096539;1;E0301
1096540;1;E0301
1114916;0,000;D0206
1093631;0,000;A0505
1105371;0,000;A0505
1105372;0,000;A0505
1075892;0,000;A0505
1105373;0,000;A0505
1106877;0,000;A0505
1036905;0,000;E0305
1075932;1;A0604
1099896;0,000;A0604
1075931;0,000;A0604
1075930;1;A0604
1075929;0,000;A0604
1035193;0,000;B0504
1036488;0,000;B0504
1021387;0,000;B0504
1069917;0,000;B0504
1081110;0,000;B0504
1016240;0,000;B0504
1016306;0,000;B0504
1058596;0,000;B0504
1016272;0,000;B0504
1110975;0,000;B0102
1111312;0,000;B0102
1111311;1;B0102
1094582;0,000;E0203
1094581;0,000;E0203
1113644;0,000;D0802
1095610;0,000;D0104
1035519;0,000;D0704
1105649;0,000;B0604
1108048;0,000;A0506
1102370;0,000;E0305
1102369;0,000;E0305
1102367;0,000;E0305
1075700;0,000;E0401
1089710;0,000;C0703
1112891;0,000;C0703
1065531;0,000;D0101
1109709;0,000;E0304
1097893;1;E0304
1111246;1;E0201
1102112;1;E0401
1097894;1;E0504
1097895;0,000;E0504
1097452;1;E0203
1072433;1;D0203
1097896;1;E0403
1082687;1;E0505
1076835;0,000;G0106
1108517;0,000;G0106
1108518;0,000;G0106
1079939;0,000;A0804
1082686;0,000;E0502
1101269;0,000;A0101
1082581;0,000;E0801
1082580;0,000;E0801
1068033;0,000;A0301
1098976;1;E0106
1109118;0,000;E0205
1092133;0,000;E0205
1093152;0,000;E0205
1115754;0,000;A0506
1106252;0,000;F0801
1106253;0,000;F0801
1106251;0,000;F0801
1051865;0,000;E0702
1104678;0,000;E0702
1104683;0,000;E0702
1104684;0,000;E0702
1104681;0,000;E0702
1085239;0,000;E0702
1104685;0,000;E0702
1066230;0,000;E0702
1051886;0,000;E0702
1085320;0,000;E0702
1085319;0,000;E0702
1051862;0,000;E0702
1073643;0,000;E0702
1066225;0,000;E0702
1066227;0,000;E0702
1112323;0,000;E0702
1066226;0,000;E0702
1073644;0,000;E0702
1073648;0,000;E0702
1066224;0,000;E0702
1066223;0,000;E0702
1066221;0,000;E0702
1098550;0,000;A0502
1098549;1;A0502
1098548;1;A0502
1098547;0,000;A0502
1098545;0,000;A0502
1098544;1;A0502
1098543;0,000;A0502
1098542;0,000;A0502
1098541;0,000;A0502
1073118;0,000;A0502
1082322;0,000;E0605
1106245;0,000;F0801
1106821;1;C0101
1115361;0,000;C0101
1115360;0,000;C0101
1115359;1;C0101
1108363;0,000;C0101
1108362;0,000;C0101
1106822;1;C0101
1102267;0,000;C0101
1101637;1;C0101
1106819;0,000;C0101
1106820;1;C0101
1104250;0,000;C0101
1104249;0,000;C0101
1065704;1;C0101
1112375;1;B0201
1107352;0,000;C0102
1102873;0,000;C0702
1102875;0,000;C0702
1113928;0,000;C0103
1115373;0,000;C0103
1113921;0,000;C0103
1109399;0,000;C0103
1109397;0,000;C0103
1109396;0,000;C0103
1109406;0,000;C0103
1109404;0,000;C0103
1109401;0,000;C0103
1113923;0,000;C0103
1110521;0,000;C0103
1110520;0,000;C0103
1109392;0,000;C0103
1109395;0,000;C0103
1114204;0,000;C0103
1113813;0,000;C0101
1115371;0,000;C0101
1115370;0,000;C0101
1113814;0,000;C0101
1115615;0,000;C0101
1115613;0,000;C0101
1106920;1;C0101
1101205;1;C0101
1105416;0,000;C0101
1101204;1;C0101
